gene	cos.part	sin.part	amp	phase	pval	intercept	model	weight
Mrpl35	0.0394189842924873	-0.0606874753146497	0.0723659172726884	20.2003575521454	0.00082457736043996	4.06319178813679	sleep	0.965535643191214
Ruvbl2	0.077678913217283	-0.0666501560674302	0.102353587442898	21.2913137419121	0.000825167733933216	4.20046128762425	circadian	0.63679050456606
Prelid1	0.0535096789103255	-0.0621053535506778	0.0819778060010197	20.7165354497975	0.000826124448759534	7.07240800018058	ampfree.step	0.427478149988117
Srpk2	-0.0593560567691639	-0.0176899830295494	0.0619360716769312	13.1063814415917	0.00082989877895698	7.17508434905255	ampfree.step	0.765832442687872
RP24-407P8.1	0.228574022431163	0.00526567379597544	0.228634667211444	0.0879795312613926	0.000833676075947976	0.70527991088752	ampfree.step	0.489141416835251
Igfbp4	0.10335621528553	-0.10154513293291	0.14489279230007	21.0337608557905	0.000833888829277356	6.33691036023943	sleep	0.760113094560299
Mybl1	-0.129464543892349	0.174490707415633	0.217274193358673	8.43825425402171	0.00083994371253691	2.12556951591918	circadian	0.623742298678039
Tmem123	0.0717808951113584	0.0791509985843801	0.106852129037714	3.18637133306919	0.000840273305436383	3.14785098508628	circadian	0.864036177533485
Fbxl5	-0.0746648979824245	0.0314414280608071	0.0810148775795457	10.477600985965	0.000843301450628641	6.33537443835086	circadian	0.457867456027107
Hps4	0.1118411580131	-0.200124066697331	0.229255505271278	19.946602637101	0.000843308230436226	4.37122772760269	sleep	0.645845749145238
Mcts2	0.00638642533275142	0.124076159786337	0.124240411524815	5.80356549530778	0.000843909255581986	3.86806351323108	mix	0.783693626541925
Cntn2	0.0427666160774978	-0.042624346978309	0.0603806128326582	21.0063639922419	0.000845194983581931	5.66592218517508	circadian	0.814189996404486
Atg101	-0.0015814617343949	-0.131937535721441	0.131947013431392	17.9542173533302	0.000845832848997709	4.5924530278221	sleep	0.592818240347925
Rnf185	0.0613293640761181	-0.00557030542791735	0.0615818090067297	23.6540192396834	0.000847653136749533	4.3582193814232	circadian	0.785647687287276
Cage1	-0.0497772384002455	0.117580798568577	0.127683270849313	7.52967499959067	0.000850057266971361	2.06099244021696	sleep	0.470562478061263
Srrm2	-0.0675354891411436	0.0330154299408265	0.075173538613738	10.2631879721343	0.000850321899364516	8.87452848175275	sleep	0.691590251057762
Csf3r	0.154592272501497	-0.125663220433611	0.199223531960769	21.3928945693799	0.000853847721889203	2.54675372825796	sleep	0.41473753538984
Grn	-0.00459757786519359	-0.0899398272664608	0.090057260956279	17.8049119975884	0.000854379720353907	5.57415307408208	ampfree.step	0.503560337632555
Ikzf5	-0.0567127859883431	-0.0288995113006973	0.0636515659507191	13.8001552491279	0.000855403007064199	4.38569353587148	flat	0.456854980787986
Arrb2	0.0229905630360466	-0.119971237025676	0.122154261907579	18.7232197983065	0.000855602190817351	5.68721390913743	circadian	0.841642108935283
Pitpnc1	0.104078400523761	-0.0259278083683835	0.107259333870634	23.0674217226197	0.000857509017255117	5.056101017196	sleep	0.924146878747511
Ap1b1	-0.0496556398066823	-0.0247226313251753	0.0554697310634504	13.7645246934646	0.000859371948918332	6.83711417338468	circadian	0.362651478576075
Diap1	-0.0422344800235642	-0.122553741608479	0.129627045345864	16.7323346995691	0.000859963622144994	4.85227598730128	circadian	0.499255271089874
Tmem220	-0.0962590853062862	0.139278793198628	0.169305622289601	8.30995522462725	0.000862201862030628	1.74923294398516	circadian	0.808348248418955
Dxo	0.113270872587252	-0.105882879715936	0.155053135387894	21.1287195436199	0.000869093384601958	4.90365619401232	ampfree.step	0.598888598280782
Mical1	0.234327348841381	-0.0899734035938224	0.251007011394676	22.5996652593465	0.00086967880448966	3.45857450627187	circadian	0.845696416866963
Ubn1	0.00046299906922026	-0.055810315187307	0.0558122356606923	18.0316874326281	0.000870593880709771	4.42061122767292	mixedaf	0.858777362428882
Cyb5a	0.0167047103781914	-0.0556149346268709	0.0580695126755027	19.1145575245965	0.00087266336139951	6.8132415858818	circadian	0.494750856812563
Mapk8ip3	0.0437548317007371	-0.066396851422189	0.0795174645970309	20.2256309981332	0.000878847566352277	7.97287313923343	mixedaf	0.369206662980438
Cct5	0.0488564285479668	-0.0628930837700272	0.0796397551262323	20.5227116651608	0.000881148968901066	6.86139456840436	flat	0.49056141675651
Srsf9	0.0422455930417783	-0.0711841720179657	0.0827760622241411	20.0458542456943	0.000881209004379478	6.04954321602828	circadian	0.831699980698501
Acsf3	-0.0126858919607826	0.0935420661945885	0.0943983580513635	6.51487748072162	0.000884218007248297	3.68376261276171	ampfree.step	0.347423575853791
Mlf2	0.0516633713807101	-0.032385077278201	0.0609745616854785	21.8612361805376	0.000885601470486189	8.60852934148689	flat	0.867052722348454
Snx10	-0.0851445745146641	0.0461826786098851	0.0968629876313297	10.1016306591459	0.000885797289984698	6.5117468154066	sleep	0.825386353471305
Rtca	-0.0612253464704672	0.030184289903724	0.068261514833915	10.2504371069852	0.000886402752875574	5.63644087105971	sleep	0.72863462630857
Katnal1	0.0801459047637346	-0.0307845984685432	0.085854863305855	22.5991913860864	0.000887971020781205	5.55182853068406	sleep	0.919992477411125
Ppp2r1b	0.145499028752001	-0.135610459621471	0.198897370838637	21.1343105984621	0.000892292592181442	3.93990126915633	mix	0.742536829950254
Rnf216	-0.00931349036925037	-0.0782375062354619	0.0787899009061571	17.5474256912382	0.00089283703639237	4.67095394507284	circadian	0.354113931761797
Spns2	-0.103390335241865	-0.119398674233255	0.15794177670928	15.2739921524969	0.000892957631997781	5.36810623639475	mix	0.687227832982487
Itpkb	0.132882355771121	-0.114949311738591	0.175701635577073	21.2759131020482	0.000893748936904867	3.24591875826246	sleep	0.4535778549048
Ulk1	0.009468359022338	-0.104137972435503	0.104567524239381	18.3463414840022	0.000894439270287555	5.69526986873189	circadian	0.768619058469881
Parp10	-0.15964543330995	0.21534684813275	0.268068889238254	8.43673691864112	0.000897059164828469	1.98621010172313	sleep	0.605315326607861
Ddx42	-0.0162484050355184	0.0708957096039258	0.0727338456734032	6.86056924097732	0.00089737692718761	5.78757275081482	circadian	0.757995490325304
Akt1s1	0.0692817602134592	-0.0964779771672564	0.11877694379197	20.3788326538354	0.000899654147686328	5.37681469836811	flat	0.678594763062489
Ephx2	0.110202703334647	0.0349857685416929	0.115622834348225	1.17419652206921	0.000899690176906111	4.06270824471008	ampfree.step	0.986008291484819
Zhx3	-0.0126760019507727	-0.088202246066108	0.0891084577162138	17.4547816397555	0.000900707814969235	4.27741036995664	mix	0.585364234199992
Smc5	-0.0178832715224166	0.0839575988235672	0.0858410729229518	6.80163363041752	0.000901889332557296	3.97287751418139	circadian	0.378271126338767
Pml	0.0752185814371425	-0.0379612666504019	0.0842549272097422	22.2147242529931	0.000904726968968913	3.66926430752174	ampfree.step	0.540323615881835
Parp6	0.0242902747230794	-0.0366179139313141	0.0439418828318018	20.2372045826509	0.000906864875540103	6.57980332236644	circadian	0.693457890114464
Ednra	0.0961604010981739	0.0413935372255076	0.104691201461255	1.55267404982435	0.000908122779478049	1.63168932295233	circadian	0.880244952914107
Zfp236	0.01887028459506	-0.140905689132575	0.14216364116969	18.5085163328421	0.000908193179742741	4.29396240365539	sleep	0.72161426213378
Nupl1	0.0429674060941448	-0.0615455814105603	0.0750603529010026	20.3280278498893	0.000913521692237235	4.9793470209462	sleep	0.947313483349874
Fastkd5	0.138996316494687	-0.18039942275677	0.227736531391138	20.5075976539584	0.000915415416403384	2.48349925016496	sleep	0.974353982924546
Ccdc53	-0.0163496259534922	0.0835521463257332	0.085136780679421	6.73812212441982	0.000916266752200998	4.40075098571655	mix	0.55788770857258
Gm3383	-0.204671897128609	0.199239865838195	0.285634573561125	9.0513666158696	0.000917054014868745	2.17078668757032	ampfree.step	0.897068493168958
Adora1	0.0462826213077857	-0.077438979437728	0.0902157224184164	20.0576875095495	0.000921649910151029	6.78946126830306	flat	0.564271839324423
Sgip1	-0.0532098171445424	0.0188383475839071	0.0564461511553067	10.7002702667495	0.000925664614330847	7.28195834743511	ampfree.step	0.768852982928121
Cdk2	-0.0699301008321376	0.139612635804917	0.15614706874863	7.7737117526825	0.000926606855247671	1.08446836139925	sleep	0.945133930357906
Fsbp	0.0478841730766321	0.177591479971993	0.183933759244669	4.99400872568838	0.000929091086846792	0.830636289206973	circadian	0.644924868996263
3110035E14Rik	0.130162378442519	-0.0428194992081185	0.137024648418625	22.7860235182321	0.000929411903967343	7.9507860477369	sleep	0.874032441198853
Zbtb34	-0.0498885780120916	0.125325225766621	0.134889890019686	7.44707746435404	0.000930031489982092	3.48212115702002	sleep	0.580489142154169
Cep250	-0.00401881847455412	-0.108733833324591	0.10880807603938	17.8588868699842	0.000933211822790588	3.96981039933725	circadian	0.612479433653242
Gm14399	0.140728869292986	-0.0043481108930489	0.140796025230901	23.882019387327	0.000933569661304701	4.05528080150265	circadian	0.596351444016758
Ttll7	-0.0867122129843529	0.0623022811687121	0.106773508509691	9.62019652746993	0.00093649943522009	6.79895542047505	sleep	0.935294696312536
Polb	0.0771590566035284	-0.0254789925650526	0.0812569940256007	22.7817372699701	0.000937791665670608	5.7884052374175	sleep	0.956919128515519
Trf	0.157488282916638	0.136526600216227	0.208427617706082	2.72813456928658	0.000940806547018699	7.23554419993297	flat	0.40030126927297
Abhd16a	-0.080205839319728	0.0775716080380937	0.111581051413749	9.06376758974041	0.000941075535125694	6.31979741018564	sleep	0.927149906200202
Ccl28	-0.211829328393947	0.152809700272022	0.261194312466899	9.61293515482567	0.000941569121207276	1.94796242494921	sleep	0.7674011585471
Fbxo6	-0.0466746260700558	0.127581994405984	0.135851705971578	7.33963683827707	0.000941611057878267	4.28552539697698	sleep	0.983263894858695
1700016K19Rik	-0.146577354747444	0.176369078197683	0.229327217462425	8.64862644062472	0.000947167864099222	1.90460012798768	sleep	0.930111237225788
Hs6st1	-0.013867463497535	-0.0669459790507278	0.0683671752737814	17.2198020751122	0.000947496027374459	5.01431202848275	flat	0.774073048048877
Lrrc20	-0.0809540508969344	0.0358503392422667	0.0885370271717379	10.4075958803657	0.000947691519408175	4.17336547747497	sleep	0.955418685319025
Slc1a1	0.00563827167575292	-0.0859882088855144	0.0861728621715006	18.2501020285915	0.000947909393369644	6.20147806342692	sleep	0.994796442203274
Acy3	0.138274248858509	0.00801868217795071	0.138506559993582	0.221262050940676	0.000948633376481667	0.925169284304779	ampfree.step	0.511876733088526
Gm10037	0.226336017157967	-0.161788625977397	0.278214938776813	21.6294803612745	0.000953891745837166	3.56591823482908	sleep	0.437633709298753
Mlxip	0.0369401319116527	-0.096149123240379	0.103001103127801	19.4011058508122	0.000955861556425764	3.95282662692137	circadian	0.454783068083567
Ctbp2	0.0854419476289652	-0.0820371731231673	0.118450091551975	21.07764245094	0.000956277503146128	3.9362841773896	circadian	0.864015046913249
Map4k1	-0.108482961153058	0.130606196296281	0.169783778293212	8.64755997857796	0.000956754225872516	0.555028912500801	sleep	0.634448819281252
0610009L18Rik	-0.0937781620789073	0.259155232962926	0.275600759169793	7.32621416076369	0.000958736686933284	2.22384713727701	sleep	0.458296927146328
Man2b2	-0.0620864736465975	0.105986660945925	0.122832823415958	8.02410438260627	0.000959476478860458	4.03154101118076	sleep	0.964074467982806
Zbtb21	0.0975432247033589	-0.0512092829419097	0.110168377245717	22.1533964156646	0.00096083036051445	3.13432591095157	sleep	0.879143308976731
Wdsub1	-0.0350353668824865	-0.119755223265084	0.124774959153913	16.9128488495758	0.000960989633961932	4.01909723929273	ampfree.step	0.925559668120759
Cyth4	0.138572196579221	0.0230595074843024	0.140477736848971	0.629859718250511	0.000961264897216265	2.60545787443011	circadian	0.724522934985773
Ppp2r3d	0.0825700281115865	0.0591752115510953	0.101585014664886	2.37519457548673	0.000961633041197787	6.29386424259456	circadian	0.599906448956738
Hpcal4	0.0739608258447037	-0.0621514032415231	0.0966074566714237	21.3305800808805	0.000962890327373526	8.40718907943678	circadian	0.344165286690264
Get4	-0.0693390939294797	0.0568332441944393	0.0896544900862527	9.37736728303697	0.000963041789201815	5.300707337231	circadian	0.727455102041635
Aebp2	0.0638783580678614	-0.0103157303050251	0.0647059419309535	23.3884326828632	0.000966393946517266	5.47269256129531	circadian	0.832913313661468
Ccm2	0.0914369901542733	-0.103924565912987	0.138423403254925	20.7561740265748	0.000966769991939391	5.06757022967443	circadian	0.840561728242171
Smyd5	0.0116307861145351	0.0763699318928052	0.0772505125093275	5.42271050241861	0.000967433206576761	5.24580030794308	circadian	0.879152612409397
Ccdc129	-0.05879228518046	0.176645907232961	0.186172794303831	7.22725096341546	0.000969263496364767	0.76347894319952	circadian	0.480636049146155
Zfp219	0.0988488208334341	-0.0985062519167156	0.139551320476876	21.006630260587	0.000970022868398469	3.99166095118959	circadian	0.765323600787392
Tgfbr3	-0.120084659932907	0.0762528476347383	0.142249155792252	9.83898417170061	0.000971250415812902	2.47455923077691	sleep	0.922901478037504
Lgalsl	-0.0551086549019915	-0.00771525379852226	0.0556461048617277	12.5313102224152	0.000971297453854546	5.87793215459646	circadian	0.881004651405773
Sccpdh	-0.0656486291259241	0.130781951836323	0.146334074747584	7.77701884120716	0.000971915403821066	5.57989346828202	flat	0.770153401904449
Fbrsl1	0.0919029934193213	-0.121945715713643	0.152698781201241	20.4668725453614	0.000972026209992012	5.19833201641698	circadian	0.638601196343212
Helz	0.0413060654613798	-0.132492518452461	0.138782053918277	19.1543645180718	0.000972288025313362	4.19122908557438	sleep	0.801889879538543
Bcl9	0.101717966409692	-0.0731763774621582	0.125304935692923	21.6179056279574	0.000974344026722253	4.83920983307616	circadian	0.876996356815174
Tlr9	-0.0915008398526121	0.194136460910242	0.214619125775145	7.68236976646146	0.000976379060058321	0.907049653401319	sleep	0.999623620005667
Cenpw	-0.113429120541642	0.147475778637995	0.186051795669199	8.50434846216856	0.000982963453991068	2.13585230764183	sleep	0.972853881209187
Msto1	-0.0597790799123394	0.0331241917658866	0.0683428889886072	10.0672480469464	0.000983555214830141	3.99398649585229	sleep	0.716801153971795
Tnfaip8l1	0.0819680631571708	-0.150675522967782	0.171528063591217	19.9030907016387	0.000987556988781078	2.43839575557887	sleep	0.529903672355095
Rragd	-0.0470724687294469	0.0776219618240596	0.0907798781101876	8.08226518482409	0.000988878799378053	6.02502996967989	sleep	0.612237012156204
Gm11627	-0.0368208528594838	-0.210200484279487	0.213401074965968	17.337619661122	0.000989174065048204	2.37306777589711	circadian	0.874827674507625
Eif1b	-0.00547494877894437	-0.0961425338168346	0.0962982963133473	17.7827163362288	0.000989174706111045	6.97658714674674	sleep	0.993974755654336
Fubp1	0.0756800341779177	-0.055589012825384	0.093902108176928	21.5801147104926	0.000992602688104696	6.46205317633934	sleep	0.594810540173289
Ep300	-0.0159444170418183	-0.0757951266292778	0.0774540228493761	17.2080236939572	0.000996907975144838	4.85947596600924	ampfree.step	0.874005295001528
Spr	0.0840332389457824	-0.0165132804835335	0.0856403741236971	23.2588351522773	0.000997284293014622	4.51340456530301	circadian	0.867244379910929
Fam174b	0.019765783352924	-0.0998284066820538	0.101766384293794	18.7466381885154	0.000997705204713392	4.52329916644742	sleep	0.962764317231447
Ggnbp2	-0.0712297579766451	0.0674877499158155	0.0981237729100909	9.10301477143372	0.000998069361383836	6.48119988839394	ampfree.step	0.81349648506405
Zfp524	0.090360645518284	-0.0729551818142954	0.116135717210675	21.4055575080666	0.00100428456479348	2.66264752108356	ampfree.step	0.453708907818153
Ndel1	0.030907009366917	-0.0747404022633973	0.080878742315278	19.4977538348785	0.00100504203257243	6.44167763930913	circadian	0.492232377044635
Nab2	0.278487924535701	-0.162860550551106	0.322612899677015	21.978718635213	0.00100571467289918	4.71172775969746	sleep	0.753961568828946
Pnrc1	0.105959194414406	-0.113156200244995	0.155021535713059	20.8745836287098	0.00100572107737101	4.99246158399902	circadian	0.881332581400793
Dnaaf5	0.0776212818748352	-0.0754803261405049	0.108269769715141	21.0534110361409	0.00101158828029253	2.21677962221951	circadian	0.274693290985347
Soga1	0.102560510775555	-0.0494782040963592	0.113871642875404	22.2830648529167	0.00101163729141185	2.79797545143991	circadian	0.87005278770865
Golga3	0.032668829014081	-0.072181348956366	0.0792300418169266	19.62341408796	0.0010176847674003	4.68580176587177	circadian	0.875702053664959
Vti1a	0.0574185313710073	0.00557081996115705	0.0576881424544332	0.369437734784688	0.00101840394671402	5.30676461308421	flat	0.890230135196766
Fbxo34	-0.050316549225868	0.11154691749968	0.122370216677423	7.61861125749473	0.00102018666910443	5.62466371122237	sleep	0.741658927820241
Ankrd40	0.0472245428278983	-0.0537668916044171	0.0715614147296232	20.7528992256454	0.00102325206605633	6.50376343856473	circadian	0.850971557900916
Lrrn3	-0.0658085272760112	-0.0773980755133192	0.101593426733244	15.3084532737832	0.00102372056022154	5.29689162058627	circadian	0.74073990829362
Itih5	-0.112426094895352	0.034875171549369	0.117711105695327	10.8510554945165	0.00102587012976346	3.67416341696326	ampfree.step	0.579028220110377
Dlgap4	0.0926841712677206	-0.0964939468851005	0.133796253269846	20.9230867488429	0.00102624818289246	7.33938411069887	sleep	0.933550470596975
Nipsnap1	-0.0414975166523425	0.0490110157324405	0.0642193393880455	8.68363427417057	0.00102749756488506	5.86336647033461	sleep	0.785569053322207
Klhdc3	0.022678611164101	-0.0687034817053306	0.0723497602122301	19.2178499838824	0.00102901340024867	7.19605366465366	ampfree.step	0.539893978360688
Raph1	0.0903337907908857	-0.0633192126930672	0.110315531339524	21.6647716632722	0.00103126313439193	5.26209618235542	sleep	0.938649767310328
Cenpb	-0.0498647267217309	0.0364833602875708	0.0617861355718708	9.58727044192844	0.00103178639559739	5.58053109904982	sleep	0.742814974591817
Zfand2b	0.097312767717081	-0.00774614653653195	0.0976205795256512	23.6965881762923	0.00103392137208767	4.44206628642394	ampfree.step	0.899326495578107
Llph	0.0602166210966443	-0.0663850172806367	0.089627071667255	20.8140393736823	0.00103467509708983	5.33404004876243	sleep	0.945333969242535
4932438A13Rik	-0.0323017101034935	0.0511487090979222	0.0604945527960494	8.15156346503619	0.00103868878645063	5.76781460420822	flat	0.81066951062601
S1pr1	0.0938790878915476	0.0550754723432448	0.108842045171801	2.02657400113799	0.00103939761595319	6.56615314154144	ampfree.step	0.906837525696243
Cml3	0.114635312653725	-0.120281316131678	0.16615911024553	20.908214272535	0.0010421352392626	3.15432756650459	mixedaf	0.93364044007797
Synpo2	0.18784606140925	-0.00864245497459058	0.188044768113754	23.8243855471988	0.00104448830210583	1.58191020203175	circadian	0.853133414661344
Ccdc61	0.0935317590163041	-0.157297594955585	0.183004708473567	20.0490945750632	0.00104643333039849	3.11378968124511	ampfree.step	0.788160726898879
Mtmr1	0.0314298268998904	-0.0668751521203734	0.0738926247340028	19.6781650462367	0.00104742308975205	5.14381286681745	sleep	0.966824852042538
Fibp	-0.0504778640303367	0.0392693285822907	0.0639538499573644	9.47458773825394	0.0010483599432232	5.22708953162942	sleep	0.959531213032472
Cited4	-0.189553265008596	-0.0999177460363779	0.214275514813077	13.8529808522258	0.00104845712642748	3.51997540107771	circadian	0.534538976634956
AC164883.2	-0.0255709960740593	0.110225808335793	0.113153014380963	6.87072431581843	0.00104866863802318	1.80645750727315	sleep	0.935346402851156
Fzd6	-0.0255709960740593	0.110225808335793	0.113153014380963	6.87072431581843	0.00104866863802318	1.80645750727315	sleep	0.935346402851156
Mgat1	0.062836742395176	-0.0680852101174429	0.0926501593715524	20.846955071697	0.00104976530212658	5.62989757347819	sleep	0.917463570148907
Gpr161	0.049632341558764	-0.155065879235922	0.162815221130628	19.1832297097053	0.0010499194543122	2.31221569190024	circadian	0.866184814828908
Fabp3	-0.0591850992433022	-0.00193794713577771	0.0592168186543367	12.1250275670948	0.00105006279650937	7.07074157016293	sleep	0.705089051705274
Gid8	-0.0462385584420253	0.0356752885770876	0.0584014597579124	9.48987154794538	0.00105141708772962	5.51524096325794	sleep	0.633583905907379
Dnajb14	-0.0658105008839403	0.0469891213215983	0.0808640807106034	9.63152793975952	0.00105172882428901	5.25218432131626	ampfree.step	0.785021042519277
Cd55	0.174004526779703	0.0380823120914456	0.178123097418776	0.82300011581077	0.00105444716858069	2.31605596032166	circadian	0.873448720103661
Tmem11	0.0819183738338804	-0.0397219150599253	0.0910409276513333	22.2754283884762	0.00105662417945707	4.47297818910404	sleep	0.60516876877033
Actg1	-0.0240808093229108	0.0591623954222844	0.0638754601529345	7.47651649946763	0.0010567668947338	9.65935319490615	sleep	0.510910917674267
Amer1	-0.0895496143219725	-0.0188182877599112	0.0915055264966485	12.7911776552773	0.00105872616019044	1.95019564603506	ampfree.step	0.795539807220446
Frs2	-0.0202083073104174	0.0359672633342323	0.0412555416411696	7.9553050934269	0.00105989949565211	4.64845614079393	flat	0.866625875833558
Hadh	0.00600201102529374	0.107407561180272	0.107575128793981	5.78677316196374	0.00106224803580419	4.20103558365448	circadian	0.706219879500517
Racgap1	-0.125313997462147	0.0574455217852551	0.137853494453797	10.3581786467204	0.00106242455434708	3.19606087302179	ampfree.step	0.653968881689804
Egln2	0.00303376793917196	-0.126769703368336	0.126805999227184	18.0913935125797	0.00106340807761205	5.64330651264331	flat	0.633881892084228
Pom121	0.0503383506296207	-0.090029214377558	0.103146541316473	19.9474012237198	0.00106416357186309	5.00786719779413	sleep	0.794019339182688
Mcf2	-0.106079724181704	0.0787544375745206	0.132118012852697	9.56063407222119	0.0010641976071573	2.40832474835577	sleep	0.829271355508817
Snrpc	0.0171693155399105	-0.0703647065494412	0.0724291193091424	18.9141658847665	0.001067546453788	5.14454304442275	flat	0.785756410409622
Slc9a3r1	0.0719825022335707	-0.146137969779892	0.162904225970951	19.748217343759	0.00106820704906903	5.14855368099629	circadian	0.789689048312804
Sike1	0.0449694503826181	-0.124833622651108	0.132686415325436	19.3207199580282	0.00106847775113101	4.62317683700689	sleep	0.645257594339205
Psg16	0.0621012404090346	-0.00208938464478229	0.0621363789461098	23.87153473782	0.00106990159410496	4.54739655257284	circadian	0.679581626676043
Pole4	-0.0272672596662035	0.0935010329405597	0.0973958244005142	7.08386775658589	0.00107038939055821	5.36042609103529	circadian	0.690064088676721
Sgpp1	-0.0696859011287807	0.0482947387623102	0.0847850612328021	9.68511350161932	0.00107279255550074	4.58590330616371	sleep	0.865341085635917
Ar	-0.0307228923933374	-0.0902306423414232	0.0953177052512199	16.7464437508431	0.00107288850104386	3.48636519740073	circadian	0.498979449224323
mt-Atp6	-0.0456862842437814	0.0921964513110873	0.102895200093888	7.75732556825284	0.00107465996338528	15.3056022833236	flat	0.765484837626903
Wdfy3	0.0416514385973022	-0.073324100408213	0.0843283228690014	19.9732369278284	0.00107547206203573	5.71824807068791	circadian	0.22351508933126
Acss1	0.0558871811853451	0.0936719550890097	0.109077092879491	3.94523822086652	0.0010761128131326	3.78754454846054	circadian	0.483466007473298
Commd3	-0.0491773606260414	0.0658990719822633	0.0822259112826805	8.44881597130615	0.00107828794962855	6.69296980347124	circadian	0.798856808628378
Zfp955b	0.0925510097844105	-0.0539577275056226	0.107131348211833	21.983839252647	0.0010789041551953	4.08980672770551	circadian	0.613757795962633
Kcnq5	-0.0638375729251767	0.0623339690885359	0.0892230879274406	9.04551796418059	0.00108198603196402	5.75935982179722	circadian	0.484696609551478
Wwp2	-0.00065369643870391	0.0540040500461627	0.0540080062622424	6.04623383848973	0.00108248364647364	4.0523461351659	sleep	0.362743718966482
Cct4	0.0488130762187909	-0.0626096078726004	0.0793894162209439	20.5294315725029	0.00108511965963504	6.4782724516492	sleep	0.762831151304154
Fam78b	0.0718559631292816	0.0299806870489323	0.0778596238955898	1.50983421633008	0.00108657555601722	4.53746143179635	circadian	0.388165311480064
Slc38a6	0.0649377740325597	-0.0675844464805866	0.0937260470861279	20.92372448752	0.00108707402362358	7.97758310159332	sleep	0.97563628154569
Itgb5	0.100544842129247	-0.072334555883826	0.123861023949044	21.6178523191129	0.00108989275161959	4.30453353237053	sleep	0.461428607262837
Pvr	0.128051827209753	-0.158213429181664	0.203540560147549	20.5990245847926	0.00108990746827638	3.01981399079124	sleep	0.942394314708106
Ptbp3	0.0858694562769519	-0.0589650210657184	0.1041654320328	21.7015539725441	0.00109418948918398	3.52038470995465	circadian	0.670345542893827
Tmem56	0.0779637811143387	-0.0111355660568201	0.0787550125201584	23.4580948196901	0.00109468423518846	5.3273403396733	mix	0.773872321144076
Ift46	-0.0563804537257966	0.0854303291422978	0.102357689988042	8.22820975855479	0.00109600120317567	6.16972690298521	sleep	0.762462848333188
Camsap1	0.0178476228701437	-0.0854372759591442	0.0872815316400545	18.7866172309194	0.00109751907275923	6.23203031213561	circadian	0.494240729074791
Dlgap1	-0.0216225781648784	0.0383828857926062	0.0440543052182704	7.959617286777	0.00109938866530247	8.10766985949242	flat	0.256023991337144
Kcna3	0.0418018321416853	-0.124999614244336	0.131804008784386	19.2327162444535	0.00110027860172002	3.46310049032655	circadian	0.823539332558512
Plk3	0.325852359079955	-0.2342077605177	0.401289216157983	21.6195432601144	0.00110481982209057	3.40524407097938	sleep	0.620922717659652
Rangap1	0.0398896558955372	-0.0393003811925466	0.0559973625213173	21.0284230454041	0.00110646943612358	7.18618036900129	flat	0.927240616726405
Cdpf1	0.000919121540562045	0.155656023156757	0.155658736758921	5.97744549294162	0.00110660282906979	3.68204065311659	sleep	0.955990313816379
Hs6st3	-0.100460418835581	-0.02357364051222	0.103189206216637	12.8803914515764	0.00110920357920105	4.6756169274741	ampfree.step	0.383900132534023
Cntn6	-0.0868116652366955	0.0754273884230946	0.115002417998477	9.26759016043322	0.00110983126498466	3.67577347233318	sleep	0.92330840492164
Wdr11	-0.0488898868570764	0.0646867267056554	0.0810838679935158	8.47211972080836	0.00111068633604531	4.71362780777056	sleep	0.821113376194673
Copz1	0.0443296750899066	-0.00322111754114107	0.0444465487050517	23.7229355531939	0.00111836515917827	6.04782199404408	flat	0.693673405919895
Rassf5	0.0649918559673226	-0.0373831580692072	0.0749762752429362	22.0061727577275	0.00111911249869013	4.04831387273875	sleep	0.919257833693409
Nub1	-0.0102245928603528	0.0425318831181901	0.0437436095988815	6.90115399563155	0.00112380314306335	5.73433323407978	sleep	0.911673001198506
Msmo1	0.0438582612034946	0.201649983708656	0.206364393744404	5.18196301362187	0.00112734923597812	6.29908271863521	circadian	0.641285313984371
Nek1	-0.00210378279001697	0.109726797211993	0.109746963185454	6.0732261770516	0.00112801723817651	5.04444907639468	circadian	0.82168845656772
Slco4a1	-0.204850406770233	0.101033562174178	0.228410748082339	10.2498122038961	0.00112857854363229	1.78266348136476	circadian	0.879989061191448
D3Ertd751e	-0.0749476930878572	0.157747522511581	0.174646607633053	7.69419596728001	0.00113053747910525	3.54472344751578	sleep	0.901818091239848
Lyz2	0.0913865456003954	0.143466622237648	0.170100477403955	3.83355629822579	0.00113437181645635	3.34665414964174	flat	0.921615160765844
Aff1	-0.122680328494402	0.0206968692340711	0.124413919621506	11.3616030457902	0.0011352319777614	2.77270725662289	circadian	0.881910232337651
Cep72	-0.0596276751736069	0.102655651677946	0.118716647813325	8.01001468887327	0.00113528788275591	0.208879508643912	mix	0.464640471978852
Ppapdc1b	0.0631542338542416	-0.0415598561007555	0.0756021090501564	21.7768211210532	0.00113556656026591	4.73067895337568	flat	0.583444381811897
Rpp25l	0.0297898252556901	-0.124971061272962	0.128472564559344	18.8938400217372	0.00113779731274124	3.97260365164048	flat	0.6932174685186
Son	-0.0295328408772761	0.0593345818184564	0.0662780603959832	7.76407286143193	0.0011409907949888	7.56634838273961	flat	0.754297339704915
Sox9	0.174558291816041	0.00889924496620698	0.174784993070638	0.194566566215348	0.00114248882328193	3.7844144895324	circadian	0.875837849274654
Szrd1	0.105085092584354	-0.0915161119928362	0.139348754704689	21.2632111354607	0.00114457705273846	4.45324049331005	sleep	0.446834996431724
